id,Power(watts),Distance(metres),Heartrate(BPM),Speed(m/s),'WindSpeed,Cadaence(revs/s),Elevation(meters),'Hill,'Temperature(C,'Penalty,'Cluster
2477,0,12118,164,11.534,12.07,0,623.62,-2.13,20.556,117.54,2
2478,0,12118,164,11.265,11.981,0,623.62,-1.35,20.556,0,2
2479,0,12134,164,11.087,11.31,0,623.62,-1.16,20.556,0,2
2480,0,12151,163,10.997,10.595,0,621.49,-1.78,20.556,0,2
2481,0,12151,163,11.042,10.505,0,621.49,-2.99,20.556,0,2
2482,0,12167,162,11.757,10.058,0,621.49,-4.51,20.556,0,2
2483,0,12183,161,12.562,9.0302,0,621.49,-6.43,20.556,0,2
2484,0,12199,160,12.83,9.8796,0,619.35,-7.85,20.556,0,2
2485,0,12199,160,12.696,9.3878,0,619.35,-8.07,20.556,0,2
2486,0,12215,159,13.009,8.9855,0,619.35,-7.49,20.556,0,2
2487,0,12231,159,13.277,8.8514,0,619.35,-6.02,20.556,0,2
2488,0,12247,158,13.456,9.7454,0,616.92,-4.54,20.556,0,2
2489,0,12263,158,13.501,11.087,0,616.92,-3.56,20.556,0,2
2490,0,12279,157,13.456,11.042,0,616.92,-2.89,20,0,2
2491,0,12279,156,13.59,11.534,0,616.92,-3.52,20,0,2
2492,0,12295,156,13.814,10.595,0,615.39,-3.87,20,0,2
2493,0,12311,155,13.769,11.891,0,615.39,-3.8,20,0,2
2494,0,12328,155,13.366,12.919,0,615.39,-3.12,20,0,2
2495,0,12344,154,12.875,11.847,0,615.39,-1.46,20,102.49,2
2496,0,12360,153,12.204,11.802,0,612.95,0.31,20,243.12,2
2497,0,12360,153,11.534,10.103,0,612.95,2.09,20,383.3,2
2498,0,12376,152,10.595,9.1643,0,612.95,3.77,20,519.91,2
2499,32.41,12392,151,9.9243,8.9408,0.51667,612.95,4.55,20,614.49,7
2500,73.41,12392,151,9.6113,8.8514,1.3833,612.34,4.13,20,686.86,7
2501,106.2,12408,151,9.5666,8.7173,1.3667,612.34,3.12,20,724.22,7
2502,137.11,12408,150,9.4325,8.4043,1.3667,612.34,2.11,20,713.03,7
2503,149.4,12424,150,9.1643,8.2702,1.3167,612.34,1.9,20,650.88,7
2504,167.13,12424,150,8.7173,7.1973,1.2667,612.34,2.68,20,545.31,7
2505,177.61,12440,149,8.3149,7.1079,1.2,612.34,3.48,20,434.03,7
2506,178.38,12440,149,8.002,6.9738,1.15,612.34,4.46,20,331.55,7
2507,179.91,12456,148,7.4208,5.1857,1.0833,612.34,5.56,20,239.43,7
2508,205.59,12456,148,6.9738,6.4374,1.0167,612.65,5.95,20,218.96,7
2509,212.61,12472,148,6.7056,5.588,0.96667,612.65,6.24,20,233.17,7
2510,202.02,12472,148,6.795,7.0632,0.96667,612.65,5.24,20,251.94,7
2511,174.39,12488,148,7.1079,7.9573,1,612.65,3.54,20,266,7
2512,148.83,12488,147,7.1973,8.2702,1.05,612.65,1.73,20,269.5,7
2513,140.9,12505,147,7.5103,8.7173,1.1,612.65,-0.08,20,280.21,7
2514,147.21,12505,146,7.8232,9.4325,1.1167,612.65,-1.38,20,258.52,7
2515,149.64,12505,146,8.002,9.3878,1.15,612.65,-2.28,20,194.74,7
2516,158.92,12521,145,8.2255,9.209,1.1667,612.65,-2.79,20,139.05,7
2517,145.31,12537,145,8.4937,9.2537,1.2333,612.65,-3.29,20,131.21,7
2518,141.5,12537,145,8.762,8.449,1.2667,612.65,-3.79,20,137.95,7
2519,140.56,12553,144,9.0749,9.2537,1.3167,612.65,-4,20,143.99,7
2520,120.05,12553,144,9.1643,9.209,1.3167,612.34,-3.8,20,245.86,7
2521,116.59,12569,144,9.209,8.6726,1.3333,612.34,-3.11,20,273.02,7
2522,124.01,12569,144,9.4325,9.2984,1.3667,612.34,-3.01,20,247.92,7
2523,124.87,12585,143,9.7454,8.5384,1.4167,612.34,-3.11,20,227.4,7
2524,71.66,12601,143,10.058,8.0467,1.45,611.43,-3.92,20,215.38,7
2525,83.24,12601,143,10.416,7.9573,1.5,611.43,-4.73,20,219.68,7
2526,100.9,12617,143,10.684,8.0914,1.5333,611.43,-4.64,20,231.18,7
2527,118.54,12633,142,10.774,8.8067,1.55,611.43,-4.04,20,242.99,7
2528,130.86,12633,142,10.729,10.103,1.5333,611.12,-2.75,20,259.3,7
2529,143.49,12649,142,10.55,10.014,1.5,611.12,-1.06,20,276.69,7
2530,136.62,12666,141,10.192,9.9243,1.45,611.12,0.63,20,214.46,7
2531,138.63,12666,141,9.7902,10.014,1.4167,611.12,1.23,20,153.5,7
2532,146.12,12682,140,9.7007,9.5219,1.4,609.9,1.22,20,118.32,7
2533,150,12682,140,9.4772,10.148,1.3667,609.9,1.11,20,118.32,7
2534,119.05,12698,140,9.209,10.55,1.3333,609.9,0.2,20,172.38,7
2535,121.91,12698,140,9.2537,11.355,1.3333,609.9,-0.8,20,242.68,7
2536,122.36,12714,139,9.5666,11.31,1.3667,609.6,-1.81,20,254.84,7
2537,150.14,12730,139,9.7902,11.578,1.4167,609.6,-3.62,20,277.21,7
2538,176.52,12730,139,10.014,10.55,1.4333,609.6,-4.32,20,287.6,7
2539,194.27,12746,139,9.9243,9.969,1.4333,609.6,-4.13,20,287.6,7
2540,173.08,12762,139,9.8349,9.209,1.4167,609.6,-3.23,20,252.38,7
2541,186.83,12762,138,9.7902,9.1196,1.4,609.6,-1.94,20,208.61,7
2542,180.68,12778,138,9.7454,9.3878,1.4,609.6,-1.14,20,148.95,7
2543,166.62,12778,138,9.7007,9.209,1.4,609.6,-1.15,20,154.52,7
2544,154.49,12794,138,9.7454,9.3878,1.4,609.3,-1.25,20,163.5,7
2545,161.29,12810,138,9.7902,9.209,1.4,609.3,-1.15,20,161.04,7
2546,154.63,12810,138,9.7454,9.1196,1.4,609.3,-1.44,20,178.83,7
2547,146.57,12826,138,9.7902,9.209,1.4167,609.3,-1.94,20,185.29,7
2548,187.33,12826,138,9.969,10.148,1.4333,608.38,-1.74,20,203.82,7
2549,192.71,12843,138,9.969,9.6113,1.4333,608.38,-1.43,20,219.83,7
2550,194.89,12859,138,9.656,8.9855,1.3833,608.38,-0.43,20,205.71,7
2551,193.05,12859,138,9.4325,8.8067,1.3667,608.38,0.58,20,191.49,7
2552,200.5,12875,138,9.4325,8.6726,1.35,608.08,0.78,20,165.35,7
2553,203.9,12875,138,9.4772,8.8067,1.3667,608.08,0.69,20,61.133,7
2554,193.35,12891,138,9.4772,8.1808,1.3833,608.08,-0.5,20,148.09,7
2555,187.92,12907,138,9.7902,7.7338,1.4167,608.08,-1.7,20,237.63,7
2556,204.49,12907,138,10.103,7.9126,1.45,608.08,-2.19,20,264.86,7
2557,199.72,12923,138,10.282,8.6726,1.4833,608.08,-2.58,20,262.75,7
2558,153.05,12923,138,10.327,11.444,1.5,608.08,-2.87,20,269.93,7
2559,133.55,12939,138,10.371,12.204,1.5,608.08,-2.47,20,302.44,7
2560,147.34,12955,137,10.237,11.355,1.4833,607.16,-2.06,20,288.16,7
2561,173.48,12955,137,9.969,11.355,1.4333,607.16,-1.25,20,307.18,7
2562,147.17,12971,137,9.4772,12.294,1.3667,607.16,-0.15,20,466.84,7
2563,116.94,12987,137,9.3431,12.249,1.35,607.16,0.06,20,630.42,7
2564,152.63,12987,136,9.656,14.35,1.2667,606.55,-0.53,20,705.96,7
2565,203.27,13003,136,10.014,12.294,1.35,606.55,-2.13,20,689.13,7
2566,278.85,13003,135,10.416,8.8067,1.4,606.55,-3.12,20,659.96,7
2567,305.19,13020,135,10.058,6.4821,1.3667,606.55,-3.11,20,644.47,7
2568,289.48,13036,135,9.7007,4.6492,1.3833,606.55,-2.11,20,607.53,7
2569,249.37,13036,135,9.5219,5.3198,1.3667,606.55,-0.4,20,493.07,7
2570,232.07,13052,135,9.4325,5.9009,1.3667,606.55,1.01,20,429.74,7
2571,209.87,13052,134,9.2984,5.8115,1.3333,606.55,1.92,20,447.43,7
2572,185.74,13068,134,9.1196,4.5598,1.3167,606.55,1.92,20,459.61,7
2573,200.61,13084,134,8.9408,3.3528,1.3,606.55,2.23,20,375.55,7
2574,198.37,13084,134,8.7173,4.5151,1.2667,606.55,2.54,20,275.16,7
2575,185.77,13100,134,8.6726,5.8562,1.25,606.55,2.04,20,235.73,7
2576,168.16,13100,134,8.7173,7.4655,1.25,606.55,1.65,20,184.03,7
2577,175.47,13116,134,8.8067,8.0914,1.2833,606.55,0.56,20,166.36,7
2578,163.64,13116,134,8.9855,9.3431,1.2833,606.55,-0.44,20,164.87,7
2579,153.88,13132,134,9.1196,10.014,1.3167,606.55,-1.53,20,197.69,7
2580,165.13,13132,134,9.2537,11.891,1.3333,606.55,-1.82,20,222.69,7
2581,156.59,13148,134,9.1643,12.785,1.3167,606.55,-1.42,20,257.68,7
2582,183.37,13164,134,8.9408,10.729,1.2833,606.55,-1.21,20,288.54,7
2583,216.91,13164,134,8.8514,10.103,1.2667,606.55,-0.3,20,309.46,7
2584,214.69,13180,134,8.5831,9.6113,1.2333,606.25,0.6,20,304.08,7
2585,219.35,13180,134,8.3149,8.4937,1.2333,606.25,1.41,20,262.51,7
2586,226.96,13197,134,7.9573,7.7338,1.2167,606.25,2.51,20,224.37,7
2587,226.8,13197,135,7.5997,5.2304,1.15,606.25,3.91,20,126.75,7
2588,222.7,13213,135,7.1079,6.5715,1.2667,606.86,5.12,20,53.159,7
2589,214.45,13213,134,6.7056,6.7503,1.3667,606.86,5.92,20,52.283,7
2590,217.79,13213,134,6.4374,6.1691,1.3167,606.86,6.02,20,49.655,5
2591,225.33,13229,134,6.1691,5.3198,1.2833,606.86,6.33,19.444,50.584,5
2592,212.89,13229,134,5.8562,4.7386,1.2167,608.08,5.93,19.444,49.298,5
2593,219.12,13229,134,5.7221,4.828,1.2,608.08,5.63,19.444,47.15,5
2594,223.45,13245,134,5.588,4.6492,1.1833,608.08,5.74,19.444,45.575,5
2595,224.55,13245,134,5.4986,4.5151,1.15,608.08,5.14,19.444,43.381,5
2596,215.76,13245,134,5.4539,5.7221,1.1333,608.69,4.84,19.444,46.452,5
2597,213.93,13261,134,5.3645,4.828,1.1333,608.69,4.84,19.444,48.402,5
2598,217.06,13261,134,5.3198,5.6327,1.1167,608.69,4.35,19.444,42.735,5
2599,219.13,13261,135,5.3198,4.5151,1.1,608.69,4.35,19.444,100.59,5
2600,224.42,13277,135,5.1857,4.7833,1.0667,609.6,5.05,20,112.37,5
2601,226.64,13277,135,5.0515,4.828,1.05,609.6,5.35,20,180.28,5
2602,222.8,13277,135,4.9621,4.1128,1.0333,609.6,5.55,20,244.42,5
2603,192.01,13293,135,4.8727,4.2022,0.98333,609.6,5.56,20,301,5
2604,234.33,13293,135,4.5598,4.2022,0.96667,610.82,5.76,20,327.54,5
2605,263.45,13293,135,4.5598,4.0233,0.95,610.82,6.36,20,353.46,5
2606,276.55,13309,135,4.4704,3.7104,0.91667,610.82,7.36,20,388.69,5
2607,288.74,13309,135,4.3363,3.3528,0.9,610.82,8.66,20,403.75,5
2608,284.89,13309,136,4.2469,2.6375,0.9,612.95,8.96,19.444,397.16,5
2609,295.84,13309,136,4.3363,3.3975,0.9,612.95,8.97,19.444,277.67,5
2610,312.95,13325,137,4.2916,3.3975,0.88333,612.95,9.17,19.444,196.15,5
2611,314.03,13325,137,4.2469,3.5316,0.88333,612.95,9.07,19.444,159.22,5
2612,319,13325,138,4.3363,2.7716,0.9,614.17,9.17,19.444,156.51,5
2613,320.96,13325,138,4.4257,2.0117,0.91667,614.17,9.07,19.444,191.1,5
2614,308,13341,138,4.381,2.1011,0.91667,614.17,8.87,19.444,241.81,5
2615,288.22,13341,139,4.2469,1.8776,0.9,614.17,8.48,19.444,287.81,5
2616,278.18,13341,139,4.2916,2.1011,0.9,615.7,8.18,19.444,305.52,5
2617,265.16,13358,139,4.4257,1.967,0.91667,615.7,7.18,19.444,298.38,5
2618,250.95,13358,140,4.6492,2.1458,0.96667,615.7,5.88,19.444,260.81,5
2619,245.91,13358,140,4.828,2.9505,1,615.7,4.88,19.444,226.87,5
2620,246.81,13358,141,5.0068,2.6375,1.0333,616.92,4.48,19.444,255.63,5
2621,253.85,13374,141,5.0515,3.0846,1.05,616.92,4.69,19.444,292.07,5
2622,270.95,13374,141,5.0068,3.4422,1.0333,616.92,5.79,19.444,297.75,5
2623,302.15,13374,141,4.8727,1.9223,1,616.92,7.19,19.444,295.28,5
2624,322.37,13390,141,4.6045,0,0.95,618.13,8.99,19.444,279.76,5
2625,318.69,13390,142,4.381,2.0117,0.91667,618.13,10.29,19.444,248.87,5
2626,293.76,13390,142,4.2916,0,0.9,618.13,10.59,19.444,271.38,5
2627,283.7,13390,142,4.4257,0,0.91667,618.13,9.8,19.444,366.14,5
2628,290.56,13406,143,4.6939,0,0.96667,619.35,8.1,19.444,456.98,5
2629,294.32,13406,143,5.0068,1.6093,1.05,619.35,6.1,19.444,507.48,5
2630,235.37,13406,143,5.1409,2.2352,1.1,619.35,4.7,19.444,497.09,5
2631,204.4,13422,144,5.0962,0,1.1667,619.35,3.8,19.444,446.55,7
2632,195.53,13422,144,5.1409,0,1.2,619.96,3.41,19.444,405.63,7
2633,194.53,13422,144,5.1409,1.6093,1.2,619.96,3.81,19.444,378.65,7
2634,199.66,13438,144,5.0962,2.2799,1.1833,619.96,4.31,19.444,350.72,7
2635,213.89,13438,144,5.0068,2.5481,1.15,619.96,5.31,19.444,319,5
2636,236.98,13438,144,4.8727,2.1905,1.1333,621.18,6.51,19.444,337.14,5
2637,258.2,13454,145,4.7833,1.3858,1.1167,621.18,7.42,19.444,327.14,5
2638,272.21,13454,145,4.7833,0,1.1,621.18,7.92,19.444,295.73,5
2639,277.29,13454,145,4.828,1.3858,1.1167,621.18,7.92,19.444,278.54,5
2640,263.34,13454,146,4.828,1.4305,1.1167,622.4,7.42,19.444,289.03,5
2641,250.41,13470,146,4.8727,1.4305,1.1333,622.4,6.53,19.444,309.31,5
2642,231.44,13470,145,4.9174,1.4305,1.15,622.4,5.63,19.444,339.34,5
2643,205.55,13470,146,4.9174,2.1458,1.1333,622.4,4.83,19.444,345,7
2644,193.57,13486,146,4.8727,0,1.1333,623.62,4.23,19.444,315.74,7
2645,197.68,13486,146,4.9621,1.7435,1.15,623.62,4.04,19.444,251.27,7
2646,194.68,13486,146,4.9621,1.4305,1.15,623.62,4.14,19.444,182.27,7
2647,198.86,13502,146,4.9174,2.7716,1.1333,623.62,4.64,19.444,107.67,7
2648,203.04,13502,145,4.7386,2.1905,1.1,624.23,5.54,19.444,56.268,7
2649,202.16,13502,145,4.4704,1.6987,1.0333,624.23,6.54,19.444,93.94,5
2650,206.32,13502,146,4.381,1.8329,1.0167,624.23,6.75,19.444,139.15,5
2651,199.34,13518,146,4.3363,1.6093,1.0167,624.23,6.65,19.444,180.61,7
2652,188.41,13518,146,4.4704,0,1.05,625.14,5.65,19.444,211.32,7
2653,173.34,13518,145,4.6492,0,1.0833,625.14,4.15,19.444,236.37,7
2654,163.43,13535,145,4.7386,2.2352,1.1167,625.14,3.15,19.444,243.7,7
2655,155.35,13535,145,4.9621,2.9058,1.15,625.14,2.25,19.444,235.02,7
2656,152.44,13535,145,5.0068,1.654,1.1667,626.06,2.16,19.444,206.72,7
2657,145.44,13535,145,5.0515,2.5034,1.1667,626.06,2.36,19.444,175.87,7
2658,143.54,13551,145,5.0962,3.4869,1.1833,626.06,2.36,19.444,146.4,7
2659,144.52,13551,144,5.1409,3.2187,1.2,626.06,2.56,19.444,132.34,7
2660,137.61,13551,144,5.1857,2.9505,1.2,626.67,2.56,19.444,121.38,7
2661,129.6,13567,144,5.2304,3.3081,1.2167,626.67,2.36,19.444,129.98,7
2662,125.68,13567,144,5.2304,3.9786,1.2167,626.67,2.17,19.444,168.29,7
2663,122.77,13567,144,5.2304,0,1.2167,626.67,1.97,19.444,192.92,7
2664,122.72,13583,145,5.3645,2.6822,1.25,626.97,1.47,19.444,196.8,7
2665,111.76,13583,144,5.5433,3.6657,1.3,626.97,0.87,19.444,178.65,7
2666,91.76,13583,144,5.8115,4.1575,1.35,626.97,-0.03,19.444,157.17,7
2667,89.7,13599,144,6.3032,5.0515,1.4667,626.97,-1.53,19.444,138.77,7
2668,92.63,13599,144,6.6609,4.2022,1.5,627.28,-2.13,19.444,140.31,7
2669,97.62,13615,144,6.8844,4.828,1.25,627.28,-2.33,19.444,190.8,7
2670,100.6,13615,144,7.0632,5.1409,1.2167,627.28,-1.93,19.444,246.17,7
2671,103.67,13631,144,7.1526,4.9621,1.2167,627.28,-0.83,19.444,346.07,7
2672,80.75,13631,144,7.1526,4.381,1.2167,627.28,-0.32,19.444,409.86,7
2673,51.74,13631,144,7.1526,4.6939,1.2,627.28,-0.62,19.444,446.19,7
2674,32.68,13647,143,7.3314,3.9786,0.88333,627.28,-1.22,19.444,457.63,7
2675,0,13647,143,7.6891,4.9174,0.13333,627.28,-2.52,19.444,440.77,2
2676,0,13663,143,8.0914,6.2138,0,626.97,-3.62,19.444,391.37,2
2677,0,13663,142,8.1808,5.6327,0,626.97,-3.72,19.444,289.4,2
2678,0,13679,142,8.002,5.2751,0,626.97,-2.92,19.444,183.56,2
2679,0,13679,142,7.8679,6.4374,0,626.97,-1.72,19.444,103.34,2
2680,0,13695,141,7.7338,8.4043,0,625.75,-0.82,19.444,0,2
2681,0,13695,141,7.8232,9.0302,0,625.75,-1.02,19.444,0,2
2682,0,13712,140,8.1361,8.6726,0,625.75,-2.32,19.444,0,2
2683,0,13712,140,8.3596,9.1643,0,625.75,-3.32,19.444,0,2
2684,0,13728,139,8.4043,8.449,0,624.23,-3.62,19.444,0,2
2685,0,13728,138,8.449,8.8514,0,624.23,-3.82,19.444,0,2
2686,0,13744,138,8.6726,10.64,0,624.23,-3.91,19.444,0,2
2687,0,13760,137,8.8514,8.6279,0,624.23,-4.11,19.444,0,2
2688,0,13760,137,9.2984,7.6444,0,622.71,-5.11,19.444,0,2
2689,0,13776,136,9.7454,6.4821,0,622.71,-5.61,19.444,0,2
2690,0,13776,136,10.371,7.3314,0,622.71,-6.21,19.444,0,2
2691,0,13792,136,10.997,8.002,0,622.71,-7.1,19.444,0,2
2692,0,13808,135,11.668,8.2255,0,621.18,-7.9,19.444,0,2
2693,0,13824,135,12.428,7.3761,0,621.18,-8.4,19.444,0,2
2694,0,13824,134,12.875,8.8514,0,621.18,-7.9,19.444,0,2
2695,0,13840,133,12.875,9.3878,0,621.18,-6.7,19.444,0,2
2696,0,13856,133,12.294,9.3431,0,619.66,-5.1,19.444,0,2
2697,0,13873,131,12.07,7.4655,0,619.66,-3.5,19.444,0,2
2698,0,13873,131,11.847,7.8232,0,619.66,-1.91,19.444,0,2
2699,0,13889,130,11.578,8.9408,0,619.66,-1.31,19.444,0,2
2700,0,13905,130,11.578,8.4937,0,618.13,-1.01,19.444,0,2
2701,0,13921,129,11.444,8.1808,0,618.13,-0.71,19.444,189.04,2
2702,0,13921,128,11.087,9.2984,0,618.13,-0.31,19.444,322.98,2
2703,0,13937,128,10.505,9.2537,0,618.13,0.99,19.444,476.53,2
2704,0,13937,127,9.8796,8.8514,0,617.22,1.98,19.444,600.66,2
2705,59.78,13953,126,9.7454,9.4772,0.93333,617.22,1.88,19.444,680.69,7
2706,89.72,13969,126,9.656,8.9408,1.4833,617.22,1.48,19.444,712.29,7
2707,128.65,13969,126,9.7007,8.7173,1.4833,617.22,-0.02,19.444,696.71,7
2708,150.6,13985,126,9.7902,8.2255,1.5,617.22,-0.42,19.444,776.95,7
2709,159.55,14001,126,9.7007,7.5997,1.4833,617.22,-0.32,19.444,762.11,7
2710,158.5,14001,125,9.5666,8.0467,1.4667,617.22,-0.32,19.444,648.46,7
2711,151.46,14017,125,9.4325,8.5384,1.45,617.22,0.18,19.444,556.11,7
2712,247.41,14017,125,9.3431,7.6444,1.4333,617.22,0.58,19.444,460.84,7
2713,245.28,14033,125,9.4325,7.2867,1.4333,617.22,0.47,19.444,410.9,7
2714,243.18,14033,125,9.5666,7.5103,1.4667,617.22,0.47,19.444,383.11,7
2715,221.13,14050,125,9.3878,7.2867,1.4333,617.22,0.87,19.444,349.35,7
2716,206.06,14066,125,9.2984,6.4821,1.4167,617.22,0.67,19.444,300.31,7
2717,219.9,14066,125,9.209,6.0797,1.4,617.22,1.47,19.444,236.89,7
2718,234.87,14082,125,8.9408,5.9009,1.35,617.22,2.47,19.444,260.73,7
2719,236.87,14082,125,8.5831,5.7668,1.3333,617.22,3.47,19.444,250,7
2720,191.89,14098,125,8.2702,6.3032,1.2833,617.22,4.06,19.444,221.57,7
2721,178.82,14098,125,8.2255,6.8844,1.2667,617.22,3.86,19.444,218.01,7
2722,175.62,14114,125,8.6279,6.348,1.3167,617.22,2.56,19.444,254.53,7
2723,188.43,14114,126,8.9855,6.4374,1.3333,617.22,0.56,19.444,298.62,7
2724,199.26,14130,126,9.209,7.4208,1.4,617.22,-0.44,19.444,282.8,7
2725,191.14,14146,126,9.209,6.7503,1.3833,617.22,-0.84,19.444,223.69,7
2726,160.11,14146,126,8.9408,4.828,1.35,617.22,-0.14,19.444,225.98,7
2727,140.02,14162,126,8.8067,4.7833,1.3667,617.22,0.55,19.444,246.87,7
2728,144.7,14162,126,9.2984,4.6939,1.45,618.13,0.25,19.444,266.7,7
2729,144.39,14178,126,9.7007,6.4821,1.4833,618.13,-0.35,19.444,244.02,7
2730,144.27,14178,126,9.7454,7.4208,1.4833,618.13,-1.05,19.444,243.35,7
2731,131.13,14194,126,9.6113,8.2702,1.4667,618.13,-0.86,19.444,313.48,7
2732,125.02,14210,125,9.3878,7.4655,1.4333,618.74,-0.06,19.444,359.22,7
2733,161.91,14210,126,9.1643,9.0302,1.3833,618.74,1.14,19.444,379.76,7
2734,198.93,14227,126,8.9408,8.8961,1.3667,618.74,2.04,19.444,385.38,7
2735,224.84,14227,126,8.7173,7.8679,1.3333,618.74,2.63,19.444,378.35,7
2736,212.79,14243,126,8.5384,8.0467,1.3,618.74,2.73,19.444,355.69,7
2737,211.79,14243,126,8.4043,7.5997,1.2833,618.74,2.63,19.444,294.72,7
2738,207.7,14259,126,8.2255,7.4208,1.25,618.74,2.33,19.444,169.26,7
2739,206.62,14259,127,8.0467,7.0632,1.2333,618.74,2.22,19.444,115.29,7
2740,198.64,14275,127,7.9573,6.8397,1.2167,618.74,2.32,19.444,114.45,7
2741,198.56,14275,127,7.8679,7.4208,1.2,618.74,2.12,19.444,87.979,7
2742,189.41,14291,127,7.8679,7.3761,1.2,618.74,1.72,19.444,85.832,7
2743,186.44,14291,128,7.8232,7.555,1.2,618.74,1.42,19.444,84.634,7
2744,201.38,14307,128,7.7338,7.7338,1.1833,619.35,1.62,19.444,80.445,7
2745,198.35,14307,128,7.6444,7.7338,1.1667,619.35,1.82,19.444,66.996,7
2746,188.5,14323,129,7.4655,7.5997,1.1333,619.35,2.32,19.444,114.98,7
2747,183.51,14323,130,7.2867,6.795,1.1167,619.35,2.42,19.444,223.89,7
2748,184.48,14339,130,7.2867,6.8844,1.1167,619.96,2.01,19.444,412.97,7
2749,195.51,14339,129,7.3314,6.5268,1.1167,619.96,1.42,19.444,525.46,7
2750,161.46,14355,130,7.4208,6.4821,1.1333,619.96,1.22,19.444,632.13,7
2751,249.39,14355,130,7.5997,7.8679,1.15,619.96,0.72,19.444,710.6,5
2752,304.18,14355,130,7.8679,9.4325,1.2,619.66,0.92,19.444,697.01,5
2753,312.28,14371,130,7.8679,9.0749,1.2,619.66,1.52,19.444,649.03,5
2754,332.37,14371,130,7.8679,8.1808,1.2,619.66,1.72,19.444,586.72,5
2755,343.5,14387,131,7.8679,8.7173,1.2,619.66,2.82,19.444,513.52,5
2756,297.69,14387,131,7.7785,8.6279,1.1833,619.96,2.82,19.444,267.74,5
2757,274.9,14404,131,7.6891,8.449,1.1833,619.96,2.73,19.444,198.11,5
2758,295.06,14404,132,7.7338,7.7338,1.1833,619.96,2.33,19.444,202.66,5
2759,294.13,14420,132,7.8232,8.5384,1.2,619.96,1.73,19.444,205.01,5
2760,310.33,14420,132,7.8232,8.7173,1.2,620.88,1.64,19.444,193.21,5
2761,297.48,14436,133,7.9573,9.3431,1.2167,620.88,1.54,19.444,242.44,5
2762,292.72,14436,133,7.9126,9.7902,1.2167,620.88,1.74,19.444,446.11,5
2763,316.9,14452,133,8.002,9.3431,1.2167,620.88,1.35,19.444,655.71,5
2764,282.01,14452,134,8.3149,8.1808,1.25,620.88,0.45,19.444,771.34,7
2765,229.13,14468,134,8.2255,8.2702,1.2667,620.88,-0.45,19.444,857.16,7
2766,169.26,14468,134,8.449,9.1643,1.3,620.88,-1.94,19.444,894.21,7
2767,124.36,14484,135,8.762,9.2537,1.3333,620.88,-3.14,19.444,901.24,7
2768,123.5,14500,135,8.8514,8.8067,1.35,619.66,-3.44,19.444,853.36,7
2769,107.72,14500,136,8.9408,8.6726,1.3667,619.66,-3.74,19.444,670.19,7
2770,91.77,14516,136,9.1643,9.656,1.35,619.66,-4.13,19.444,451.19,7
2771,82.73,14516,136,9.6113,9.7454,1.3833,619.66,-4.73,19.444,266.78,7
2772,87.66,14532,136,10.103,10.64,1.45,619.35,-5.73,19.444,221.14,7
2773,100.59,14548,136,10.371,10.148,1.5,619.35,-6.23,19.444,275.58,7
2774,104.5,14548,136,10.55,10.461,1.5167,619.35,-5.83,19.444,287.6,7
2775,80.29,14565,137,10.595,10.952,1.5167,619.35,-4.94,19.444,266.74,7
2776,50.13,14565,136,10.684,12.07,1.4833,618.44,-4.74,19.444,267.87,7
2777,30.9,14581,136,10.818,13.143,1.4667,618.44,-5.14,19.444,366.43,7
2778,32.67,14597,136,10.952,14.216,1.4833,618.44,-6.14,19.444,434.74,7
2779,69.41,14613,137,11.087,13.366,1.5,618.44,-6.44,19.444,475.08,7
2780,93.18,14613,137,11.087,13.322,1.5,616.92,-6.35,19.444,518.94,7
2781,151.92,14629,136,11.131,12.294,1.5,616.92,-5.45,19.444,577.08,7
2782,153.74,14645,136,10.863,13.411,1.4667,616.92,-4.05,19.444,599.57,7
2783,147.7,14645,137,10.371,12.606,1.4,616.92,-2.66,19.444,539.71,7
2784,157.6,14661,136,10.058,12.204,1.3667,615.09,-1.36,19.444,416.59,7
2785,180.48,14661,136,9.8349,11.399,1.35,615.09,-0.46,19.444,333.64,7
2786,194.35,14677,136,9.656,10.774,1.3833,615.09,-0.17,19.444,230.54,7
2787,188.2,14693,136,9.5219,11.712,1.3667,615.09,-0.57,19.444,216.68,7
2788,189.06,14693,135,9.3878,10.952,1.35,615.09,-0.67,19.444,194.22,7
2789,209.9,14709,135,9.2984,9.8796,1.3333,615.09,-0.68,19.444,155.51,7
2790,203.77,14709,135,9.1643,9.2984,1.3333,615.09,-0.68,19.444,125.51,7
2791,194.63,14725,135,9.0302,9.2537,1.3,615.09,-0.38,19.444,134.23,7
2792,177.37,14742,135,9.1196,10.416,1.3167,615.09,-0.69,19.444,132.15,7
2793,171.04,14742,135,9.2984,11.802,1.3333,615.09,-1.39,19.444,157.19,7
2794,175.8,14758,134,9.3431,11.981,1.3333,615.09,-1.69,19.444,223.49,7
2795,171.88,14758,134,9.1643,12.785,1.3167,615.09,-1.89,19.444,300.65,7
2796,187.81,14774,134,8.8961,11.936,1.35,614.17,-1.2,19.444,399.97,7
2797,213.76,14774,134,8.6726,12.07,1.35,614.17,0,19.444,486.25,7
2798,239.79,14790,133,8.3596,11.489,1.4,614.17,0.8,19.444,518.31,7
2799,258.71,14790,134,8.2255,10.774,1.4,614.17,1.09,19.444,503.14,7
2800,282.53,14806,134,8.2255,10.64,1.4,613.56,0.99,19.444,448.13,7
2801,297.32,14806,134,8.2702,10.416,1.4167,613.56,0.79,19.444,363.87,5
